id,title,date,description,image
event,सोमवार,12/22/2025,आज से एक महीने तक श्री जी को मंगला से पहले खिचड़ी का भोग लगाया जाएगा और मंगला में नित्य नया फरगुल धारण करवाया जाएगा। मंगला के ऊपर श्री जी भेष बदलकर छद्दम की झांकी होती है।,https://res.cloudinary.com/dsi8rmtfp/image/upload/v1766227528/Gemini_Generated_Image_380bj6380bj6380b_xhangf.png
